Timestamp,Eventos,Duração(min),Intensidade(%)
2025-10-28 11:14:46,1,0.016666666666666666,89
2025-10-28 11:14:47,1,0.016666666666666666,89
2025-10-28 11:14:48,1,0.016666666666666666,89
2025-10-28 11:14:49,1,0.016666666666666666,89
2025-10-28 11:14:50,1,0.016666666666666666,89
2025-10-28 11:14:51,1,0.016666666666666666,89
